book_id,para_id,pali_paragraph,translation_paragraph
s0201a.att,49,"Atthato pana evaṃ-saddo tāva upamūpadesasampahaṃsanagarahaṇavacanasampaṭiggahākāranidassanāvadhāraṇādianekatthappabhedo. Tathāhesa – ‘‘evaṃ jātena maccena kattabbaṃ kusalaṃ bahu’’nti evamādīsu (dha. pa. 53) upamāyaṃ āgato. ‘‘Evaṃ te abhikkamitabbaṃ, evaṃ te paṭikkamitabba’’ntiādīsu (a. ni. 4.122) upadese. ‘‘Evametaṃ bhagavā, evametaṃ sugatā’’tiādīsu (a. ni. 3.66) sampahaṃsane. ‘‘Evamevaṃ panāyaṃ vasalī yasmiṃ vā tasmiṃ vā tassa muṇḍakassa samaṇakassa vaṇṇaṃ bhāsatī’’tiādīsu (saṃ. ni. 1.187) garahaṇe. ‘‘Evaṃ bhanteti kho te bhikkhū bhagavato paccassosu’’ntiādīsu (ma. ni. 1.1) vacanasampaṭiggahe. ‘‘Evaṃ byākho ahaṃ, bhante, bhagavatā dhammaṃ desitaṃ ājānāmī’’tiādīsu (ma. ni. 1.398) ākāre. ‘‘Ehi tvaṃ, māṇavaka, yena samaṇo ānando tenupasaṅkama, upasaṅkamitvā mama vacanena samaṇaṃ, ānandaṃ, appābādhaṃ appātaṅkaṃ lahuṭṭhānaṃ balaṃ phāsuvihāraṃ puccha – ‘subho māṇavo todeyyaputto, bhavantaṃ ānandaṃ, appābādhaṃ appātaṅkaṃ lahuṭṭhānaṃ balaṃ phāsuvihāraṃ pucchatī’ti, evañca vadehi sādhu kira bhavaṃ ānando yena subhassa māṇavassa todeyyaputtassa nivesanaṃ, tenupasaṅkamatu anukampaṃ upādāyā’’tiādīsu (dī. ni. 1.445) nidassane. ‘‘Taṃ kiṃ maññatha, kālāmā, ime dhammā kusalā vā akusalā  vāti? Akusalā, bhante. Sāvajjā vā anavajjā vāti? Sāvajjā, bhante. Viññugarahitā vā viññuppasatthā vāti? Viññugarahitā, bhante. Samattā samādinnā ahitāya dukkhāya saṃvattanti no vā, kathaṃ vo ettha hotīti? Samattā, bhante, samādinnā ahitāya dukkhāya saṃvattanti, evaṃ no ettha hotī’’tiādīsu (a. ni. 3.66) avadhāraṇe. Svāyamidha ākāranidassanāvadhāraṇesu daṭṭhabbo.","In terms of meaning, however, the word **evaṃ** has many different meanings, such as simile, instruction, praise, censure, acceptance of speech, manner, demonstration, and affirmation. For instance, it appears in simile in passages like “Thus by a mortal who is born should much merit be done.” In instruction, in passages like “Thus you should go forward, thus you should go back.” In praise, in passages like “So it is, Blessed One, so it is, Sugata.” In censure, in passages like “In this very way, this outcast praises that shaven-headed ascetic in any and every way.” In acceptance of speech, in passages like “Those bhikkhus replied to the Blessed One, saying, ‘Yes, venerable sir.’” In manner, in passages like “In this manner, venerable sir, I understand the Dhamma taught by the Blessed One.” In demonstration, in passages like “Come, young man, go to the ascetic Ānanda and, on my behalf, ask the ascetic Ānanda about his freedom from illness and affliction, his lightness, strength, and comfortable living, saying: ‘The young man Subha, son of Todeyya, asks the venerable Ānanda about his freedom from illness and affliction, his lightness, strength, and comfortable living,’ and say this: ‘It would be good if the venerable Ānanda would go to the residence of the young man Subha, son of Todeyya, out of compassion.’” “What do you think, Kālāmas, are these things wholesome or unwholesome? Unwholesome, venerable sir. Are they blameworthy or blameless? Blameworthy, venerable sir. Are they censured by the wise or praised by the wise? Censured by the wise, venerable sir. When undertaken and observed, do they lead to harm and suffering, or not, or what is your opinion on this matter? When undertaken and observed, venerable sir, they lead to harm and suffering; this is our opinion on this matter.” In these and similar passages, it is in affirmation. Here, it should be seen in the senses of manner, demonstration, and affirmation."
s0201a.att,50,"Tattha  ākāraṭṭhena evaṃsaddena etamatthaṃ dīpeti – nānānayanipuṇaṃ anekajjhāsayasamuṭṭhānaṃ atthabyañjanasampannaṃ vividhapāṭihāriyaṃ dhammatthadesanāpaṭivedhagambhīraṃ sabbasattānaṃ sakasakabhāsānurūpato sotapathamāgacchantaṃ  tassa bhagavato vacanaṃ sabbappakārena ko samattho viññātuṃ, sabbathāmena pana sotukāmataṃ janetvāpi evaṃ me sutaṃ, mayāpi ekenākārena sutanti.","Herein, by the word **evaṃ** in the sense of manner, this meaning is shown: Who is able to know in every way the word of the Blessed One—which is subtle in various methods, arises from many noble intentions, is complete in meaning and phrasing, has various wonders, is profound in its teaching of cause and effect and its penetration of the Dhamma, and reaches the ear-path of all beings according to their respective languages? But, having generated the desire to hear with all one’s might, it is thus: “Thus it was heard by me,” and “I too have heard it in one way.”"
s0201a.att,51,"Nidassanaṭṭhena ‘‘nāhaṃ sayambhū, na mayā idaṃ sacchikata’’nti attānaṃ parimocento evaṃ me sutaṃ, mayāpi evaṃ sutanti idāni vattabbaṃ sakalaṃ suttaṃ nidasseti.","By the word ‘evaṃ’ in the sense of demonstration, disassociating himself by saying, “I am not self-enlightened, this was not realized by me,” he demonstrates the entire sutta to be recited now, saying, “Thus it was heard by me,” and, “Thus have I also heard.”"
s0201a.att,52,"Avadhāraṇaṭṭhena ‘‘etadaggaṃ, bhikkhave, mama sāvakānaṃ bhikkhūnaṃ bahussutānaṃ yadidaṃ ānando, gatimantānaṃ, satimantānaṃ, dhitimantānaṃ, upaṭṭhākānaṃ yadidaṃ ānando’’ti (a. ni. 1.219-223) evaṃ bhagavatā, ‘‘āyasmā ānando atthakusalo dhammakusalo byañjanakusalo niruttikusalo pubbāparakusalo’’ti (a. ni. 5.169) evaṃ dhammasenāpatinā ca pasatthabhāvānurūpaṃ attano dhāraṇabalaṃ dassento sattānaṃ sotukamyataṃ janeti ‘‘evaṃ me sutaṃ, tañca kho atthato vā byañjanato vā anūnamanadhikaṃ, evameva na aññathā daṭṭhabba’’nti.","By the word ‘evaṃ’ in the sense of determination, showing his own power of retention, which is befitting of his praised state, as stated by the Blessed One: “‘This one, O monks, is the chief of my monk disciples who are learned, that is, Ānanda; of those with good sense, of those with mindfulness, of those with resolution, and of attendants, that is, Ānanda,’” and by the General of the Dhamma: “The venerable Ānanda is skilled in the meaning, skilled in the Dhamma, skilled in the phrasing, skilled in the etymology, and skilled in what comes before and after,” he generates in beings the desire to hear, thinking: “Thus it was heard by me, and that, whether in meaning or in phrasing, is neither deficient nor excessive; it should be seen just so, and not otherwise.”"
s0201a.att,53,"Me-saddo tīsu atthesu dissati. Tathā hissa ‘‘gāthābhigītaṃ me abhojaneyya’’ntiādīsu (su. ni. 81) mayāti attho. ‘‘Sādhu me, bhante bhagavā, saṃkhittena dhammaṃ desetū’’tiādīsu (saṃ. ni. 4.88) mayhanti attho. ‘‘Dhammadāyādā me, bhikkhave, bhavathā’’tiādīsu  (ma. ni. 1.29) mamāti attho. Idha pana ‘‘mayā suta’’nti ca ‘‘mama suta’’nti ca atthadvaye yujjati.","The word **me** is found in three senses. For, in such phrases as, “Food obtained by reciting verses is not to be eaten by me,” its meaning is ‘by me’. In such phrases as, “Venerable sir, may the Blessed One teach me the Dhamma in brief,” its meaning is ‘to me’. In such phrases as, “Monks, be heirs to my Dhamma,” its meaning is ‘my’. Here, however, it is suitable in the two senses of “heard by me” and “my hearing.”"
s0201a.att,54,"Sutanti ayaṃ suta-saddo saupasaggo ca anupasaggo ca gamana-vissuta-kilinna-upacitānuyoga-sotaviññeyya-sotadvārānusāraviññātādianekatthappabhedo. Tathā hissa ‘‘senāya pasuto’’tiādīsu gacchantoti attho. ‘‘Sutadhammassa passato’’tiādīsu (udā. 11) vissutadhammassāti attho, ‘‘avassutā avassutassāti’’ādīsu (pāci. 657) kilinnā kilinnassāti attho. ‘‘Tumhehi puññaṃ pasutaṃ anappaka’’ntiādīsu (khu. pā. 7.12) upacitanti  attho. ‘‘Ye jhānapasutā dhīrā’’tiādīsu (dha. pa. 181) jhānānuyuttāti attho. ‘‘Diṭṭhaṃ sutaṃ muta’’ntiādīsu (ma. ni. 1.241) sotaviññeyyanti attho. ‘‘Sutadharo sutasannicayo’’tiādīsu (ma. ni. 1.339) sotadvārānusāraviññātadharoti attho. Idha panassa sotadvārānusārena ‘‘upadhārita’’nti vā ‘‘upadhāraṇa’’nti vāti  attho. Me-saddassa hi mayāti atthe sati ‘‘evaṃ mayā sutaṃ sotadvārānusārena upadhārita’’nti yujjati. Mamāti atthe sati ‘‘evaṃ mama sutaṃ sotadvārānusārena upadhāraṇa’’nti yujjati.","The word **suta** (heard), both with and without a prefix, has various meanings, such as going, renowned, moistened, accumulated, application, cognizable by the ear, known by following the ear-door, and others. For, in such phrases as, “Gone forth with the army,” its meaning is ‘going’. In such phrases as, “Of one who sees the renowned Dhamma,” its meaning is ‘renowned Dhamma’; in such phrases as, “The moistened for the moistened,” its meaning is ‘the stained for the stained’. In such phrases as, “Much merit has been accumulated by you,” its meaning is ‘accumulated’. In such phrases as, “Those wise ones who are applied to jhāna,” its meaning is ‘devoted to jhāna’. In such phrases as, “Seen, heard, sensed,” its meaning is ‘cognizable by the ear’. In such phrases as, “A bearer of what is heard, a collector of what is heard,” its meaning is ‘a bearer of what is known by following the ear-door’. Here, however, its meaning is ‘retained’ or ‘retention’ by way of following the ear-door. For, when the word ‘me’ has the meaning of ‘by me,’ it is fitting as, “Thus it was heard, retained by me by following the ear-door.” When it has the meaning of ‘my,’ it is fitting as, “Thus is my hearing, my retention by following the ear-door.”"
s0201a.att,55,"Evametesu tīsu padesu evanti sotaviññāṇādiviññāṇakiccanidassanaṃ. Meti vuttaviññāṇasamaṅgipuggalanidassanaṃ. Sutanti assavanabhāvappaṭikkhepato anūnānadhikāviparītaggahaṇanidassanaṃ. Tathā evanti tassā sotadvārānusārena pavattāya viññāṇavīthiyā nānappakārena ārammaṇe pavattibhāvappakāsanaṃ. Meti attappakāsanaṃ. Sutanti dhammappakāsanaṃ. Ayañhettha saṅkhepo ‘‘nānappakārena ārammaṇe pavattāya viññāṇavīthiyā mayā na aññaṃ kataṃ, idaṃ pana kataṃ, ayaṃ dhammo suto’’ti.","Thus, in these three terms, **evaṃ** is a demonstration of the function of consciousness, beginning with ear-consciousness. **Me** is a demonstration of the person endowed with that said consciousness. **Suta** is a demonstration of grasping without deficiency, excess, or error, by rejecting the state of not hearing. Likewise, **evaṃ** is the declaration of the state of occurrence in the object in various ways of that cognitive process which has arisen by following the ear-door. **Me** is the declaration of the self. **Suta** is the declaration of the Dhamma. And here, this is the summary: “By means of the cognitive process that has occurred in the object in various ways, nothing else was done by me, but this was done: this Dhamma was heard.”"
s0201a.att,56,"Tathā evanti niddisitabbappakāsanaṃ. Meti puggalappakāsanaṃ. Sutanti puggalakiccappakāsanaṃ. Idaṃ vuttaṃ hoti – yaṃ suttaṃ niddisissāmi, taṃ mayā evaṃ sutanti.","Likewise, **evaṃ** is the declaration of what is to be pointed out. **Me** is the declaration of the person. **Suta** is the declaration of the person’s function. This is what is said: “Whatever sutta I shall point out, that was heard by me thus.”"
s0201a.att,57,"Tathā evanti yassa cittasantānassa nānākārappavattiyā nānatthabyañjanaggahaṇaṃ hoti, tassa  nānākāraniddeso. Evanti hi ayaṃ ākārapaññatti, meti kattuniddeso, sutanti visayaniddeso. Ettāvatā nānākārappavattena cittasantānena taṃsamaṅgino kattuvisaye gahaṇasanniṭṭhānaṃ kataṃ hoti.","Likewise, **evaṃ** is the indication of the various ways of that mental continuum through whose occurrence in various modes there is the grasping of different meanings and phrases. For **evaṃ** is a concept of manner, **me** is an indication of the agent, and **suta** is an indication of the object. By this much, the determination of grasping is made in the domain of the agent who is endowed with that mental continuum occurring in various ways."
s0201a.att,58,Atha vā evanti puggalakiccaniddeso. Sutanti viññāṇakiccaniddeso. Meti ubhayakiccayuttapuggalaniddeso. Ayaṃ panettha saṅkhepo – mayā savanakiccaviññāṇasamaṅginā puggalena viññāṇavasena laddhasavanakiccavohārena sutanti.,"Alternatively, **evaṃ** is an indication of the person’s function. **Suta** is an indication of consciousness’s function. **Me** is an indication of the person connected with both functions. Herein, this is the summary: “It was heard by me, the person endowed with the function of hearing and with consciousness, who has obtained the designation of ‘the function of hearing’ by way of consciousness.”"
s0201a.att,59,"Tattha evanti ca meti ca saccikaṭṭhaparamatthavasena avijjamānapaññatti. Kiñhettha taṃ paramatthato atthi, yaṃ evanti vā meti vā niddesaṃ labhetha? Sutanti  vijjamānapaññatti. Yañhi tamettha sotena upaladdhaṃ, taṃ paramatthato vijjamānanti.","Therein, **evaṃ** and **me** are concepts of what does not exist in the sense of ultimate reality, the true state. For what is there in the ultimate sense that would receive the designation of ‘evaṃ’ or ‘me’? **Suta** is a concept of what does exist. For that which is apprehended by the ear here exists in the ultimate sense."
s0201a.att,60,"Tathā evanti ca meti ca taṃ taṃ upādāya vattabbato upādāpaññatti. Sutanti diṭṭhādīni upanidhāya vattabbato upanidhāpaññatti. Ettha ca evanti vacanena asammohaṃ dīpeti. Na hi sammūḷho nānappakārapaṭivedhasamattho hoti. Sutanti vacanena sutassa asammosaṃ dīpeti. Yassa hi sutaṃ sammuṭṭhaṃ hoti, na so kālantarena mayā sutanti paṭijānāti. Iccassa asammohena paññāsiddhi, asammosena pana satisiddhi. Tattha paññā pubbaṅgamāya satiyā byañjanāvadhāraṇasamatthatā, satipubbaṅgamāya paññāya atthapaṭivedhasamatthatā, tadubhayasamatthatāyogena atthabyañjanasampannassa dhammakosassa anupālanasamatthato dhammabhaṇḍāgārikattasiddhi.","Likewise, **evaṃ** and **me** are relational concepts, since they must be spoken of in dependence on this or that. **Suta** is a comparative concept, since it must be spoken of in comparison to things seen and so on. And herein, by the word **evaṃ**, he shows non-delusion. For a deluded person is not capable of penetrating in various ways. By the word **suta**, he shows non-forgetfulness of what was heard. For one whose hearing has been forgotten does not, after a time, profess, “It was heard by me.” Thus, for him, the accomplishment of wisdom is through non-delusion, while the accomplishment of mindfulness is through non-forgetfulness. Therein, with mindfulness preceded by wisdom, there is the ability to retain the phrasing; with wisdom preceded by mindfulness, there is the ability to penetrate the meaning. Through the connection with the ability in both, and due to the ability to preserve the treasury of the Dhamma, which is complete in meaning and phrasing, there is the accomplishment of being the Treasurer of the Dhamma."
s0201a.att,61,"Aparo nayo – evanti vacanena yoniso manasikāraṃ dīpeti, ayoniso manasikaroto hi nānappakārapaṭivedhābhāvato. Sutanti vacanena avikkhepaṃ dīpeti, vikkhittacittassa savanābhāvato. Tathā hi vikkhittacitto puggalo sabbasampattiyā vuccamānopi ‘‘na mayā sutaṃ, puna bhaṇathā’’ti bhaṇati. Yoniso manasikārena cettha attasammāpaṇidhiṃ pubbe ca katapuññataṃ sādheti, sammā apaṇihitattassa pubbe akatapuññassa vā tadabhāvato. Avikkhepena  pana saddhammassavanaṃ sappurisūpanissayañca sādheti. Na hi vikkhittacitto sotuṃ sakkoti, na ca sappurise anupassayamānassa savanaṃ atthīti.","Another method: by the word **evaṃ**, he shows wise attention, because one who practices unwise attention lacks the penetration in various ways. By the word **suta**, he shows non-distraction, because one with a distracted mind is unable to hear. Indeed, a person with a distracted mind, even when spoken to with all completeness, says, “It was not heard by me, please speak again.” Herein, by wise attention, he establishes right aspiration of the self and merit made in the past, because these are absent for one whose self is wrongly directed or who has not made merit in the past. And by non-distraction, he establishes the hearing of the true Dhamma and resorting to good persons. For a distracted person is not able to hear, and for one who does not attend upon good persons, there is no hearing."
s0201a.att,62,"Aparo nayo – yasmā evanti yassa cittasantānassa nānākārappavattiyā nānatthabyañjanaggahaṇaṃ hoti, tassa nānākāraniddesoti vuttaṃ. So ca evaṃ bhaddako ākāro na sammā appaṇihitattano pubbe akatapuññassa vā hoti, tasmā evanti iminā bhaddakena ākārena pacchimacakkadvayasampattiṃ attano dīpeti, sutanti savanayogena purimacakkadvayasampattiṃ. Na hi appatirūpadese vasato sappurisūpanissayavirahitassa vā savanaṃ atthi. Iccassa pacchimacakkadvayasiddhiyā āsayasuddhi siddhā hoti. Purimacakkadvayasiddhiyā payogasuddhi. Tāya ca āsayasuddhiyā adhigamabyattisiddhi, payogasuddhiyā āgamabyattisiddhi. Iti payogāsayasuddhassa  āgamādhigamasampannassa vacanaṃ aruṇuggaṃ viya sūriyassa udayato yonisomanasikāro viya ca kusalakammassa arahati bhagavato vacanassa pubbaṅgamaṃ bhavitunti ṭhāne nidānaṃ ṭhapento evaṃ me sutantiādimāha.","Another way: Because by “thus” it is said that for whichever continuity of consciousness there is the grasping of various meanings and expressions due to its functioning in various modes, for that there is a description of various modes. And since such a good mode does not occur for one whose self is not rightly directed or for one who has not made merit in the past, therefore, by “thus,” with this good mode, he indicates his own accomplishment in the latter pair of wheels; by “heard,” through the application of hearing, the accomplishment in the former pair of wheels. For there is no hearing for one who lives in an unsuitable place or who is without the support of true persons. Thus, through his accomplishment in the latter pair of wheels, the purity of his intention is accomplished. Through the accomplishment in the former pair of wheels, the purity of his application. And by that purity of intention, there is accomplishment in the skill of realization; by the purity of application, there is accomplishment in the skill of the scriptures. Thus, the speech of one whose application and intention are pure, who is accomplished in the scriptures and realization, is worthy of being the forerunner of the Blessed One's speech, just as the dawn is for the rising of the sun, and just as wise attention is for wholesome karma. Therefore, placing the introduction in its proper context, he said, “Thus have I heard,” and so on."
s0201a.att,63,Aparo nayo – evanti iminā nānappakārapaṭivedhadīpakena vacanena attano atthapaṭibhānapaṭisambhidāsampattisabbhāvaṃ dīpeti. Sutanti iminā sotabbabhedapaṭivedhadīpakena dhammaniruttipaṭisambhidāsampattisabbhāvaṃ. Evanti ca idaṃ yonisomanasikāradīpakaṃ vacanaṃ bhāsamāno – ‘‘ete mayā dhammā manasānupekkhitā diṭṭhiyā suppaṭividdhā’’ti dīpeti. Sutanti idaṃ savanayogadīpakaṃ vacanaṃ bhāsamāno – ‘‘bahū mayā dhammā sutā dhātā vacasā paricitā’’ti dīpeti. Tadubhayenapi atthabyañjanapāripūriṃ dīpento savane ādaraṃ janeti. Atthabyañjanaparipuṇṇañhi dhammaṃ ādarena assuṇanto mahatā hitā paribāhiro hotīti ādaraṃ janetvā sakkaccaṃ dhammo sotabboti.,"Another way: By this word “thus,” which indicates the penetration of various kinds, he indicates the existence of his own accomplishment in the analytical knowledge of meaning and perspicuity. By this word “heard,” which indicates the penetration of the various kinds of things to be heard, the existence of his accomplishment in the analytical knowledge of the Dhamma and language. And in speaking this word “thus,” which indicates wise attention, he indicates, “These dhammas have been contemplated by me with the mind, well-penetrated with vision.” In speaking this word “heard,” which indicates the application of hearing, he indicates, “Many dhammas have been heard by me, borne in mind, and practiced with speech.” By both of these, while indicating the completeness of the meaning and the letter, he generates reverence for hearing. For one who does not listen with reverence to the Dhamma that is complete in meaning and letter is excluded from great benefit; thus, having generated reverence, the Dhamma should be listened to attentively."
